APV               11              11               3               1
               0           8.248           65.72
               1          -41.52           296.3
               2          -17.97           40.29
               3          -92.92           48.31
               4            -106           26.58
               5          -57.25           278.2
               6           16.34           54.53
               7           67.36           31.45
               8          -75.22           26.87
               9          -8.779           286.8
              10           18.95           26.53
              11           37.53           32.33
              12          -75.76           59.85
              13          -13.93           286.3
              14           48.16           30.45
              15           44.93           36.68
              16          -54.89           32.73
              17          -25.39           282.6
              18           2.749           91.13
              19           43.63           24.35
              20          -70.95           29.08
              21          -29.31           284.7
              22           23.62           39.88
              23           60.81           20.78
              24          -69.09           32.05
              25          -14.59           287.9
              26           15.01           31.14
              27           44.01           27.94
              28          -77.45            72.9
              29          -22.07           287.7
              30           40.91           25.81
              31           71.88             346
              32          -50.68            35.5
              33          -27.65           291.7
              34          -1.969           28.02
              35           59.13           55.63
              36          -76.62           57.64
              37          -16.86           281.2
              38           24.08           34.68
              39           65.57           28.98
              40          -77.25            41.2
              41           15.98           291.5
              42           29.28           36.59
              43           48.84           33.31
              44          -81.81           84.88
              45          0.3321           292.5
              46           51.26           22.34
              47           51.21           36.45
              48          -60.12           36.16
              49          -25.24           284.6
              50           6.449              68
              51           60.54           23.63
              52          -79.01           30.21
              53          -23.02             287
              54           21.91           36.31
              55           41.51           20.44
              56          -54.81           48.37
              57          -29.21           287.6
              58           19.39           28.42
              59           56.26           28.67
              60          -82.44           80.67
              61          -15.32           287.7
              62           59.76           23.24
              63           65.17           32.49
              64          -76.38           29.02
              65          -30.46           32.83
              66           7.225           68.23
              67           62.74           50.43
              68           -51.9           27.11
              69          -24.36           22.37
              70           26.25            56.1
              71           59.86           39.04
              72          -46.72           21.06
              73          -21.56           27.13
              74           37.88           46.66
              75           47.21           38.99
              76          -38.63           14.72
              77           -13.6           16.63
              78           71.46           42.72
              79           68.16           37.11
              80          -65.73           279.5
              81          -28.78           14.73
              82           8.453           48.54
              83           42.37           20.92
              84          -72.65           37.78
              85          -15.96           22.24
              86           11.06           28.71
              87           52.94           30.41
              88          -56.42           24.31
              89          -15.62           32.03
              90           11.81           24.33
              91           56.01           36.66
              92          -55.43           17.77
              93         -0.6092           42.08
              94           45.07              22
              95           55.83           35.05
              96          -58.73           26.18
              97          -30.75           23.26
              98           18.41           61.46
              99            34.5            43.9
             100          -66.35            25.5
             101          -4.337           25.19
             102           32.42           48.51
             103           67.29           37.87
             104          -41.78           18.35
             105          -34.29           24.22
             106           52.17           44.76
             107            56.2           40.96
             108          -60.46           15.96
             109          -7.168           19.49
             110           47.42           48.97
             111            72.7           39.05
             112           -69.1           35.88
             113          -24.76           20.66
             114           16.22           44.14
             115           47.17           26.66
             116          -73.51            26.6
             117          -13.45            22.9
             118           32.26           27.69
             119           55.91           29.07
             120          -58.25           23.35
             121          -15.47           31.88
             122           33.74            25.1
             123           51.04           39.71
             124          -49.71           18.14
             125          -2.804           57.29
             126           42.45            22.7
             127           109.2           36.04
APV               11              11               3               2
               0           111.3           394.6
               1           -36.6           48.42
               2          -39.52           34.38
               3          -88.95           40.03
               4          -90.66           28.37
               5          -35.39           23.91
               6          -1.033           53.97
               7           59.06           28.77
               8          -40.74           17.99
               9          -31.28           27.51
              10           5.315           27.41
              11           52.27           30.57
              12          -38.99           16.16
              13          -17.95           27.53
              14            32.2           27.14
              15           46.59           25.24
              16             -33           35.07
              17          -19.95           20.78
              18           3.205           94.02
              19           41.51           25.69
              20          -27.79           29.69
              21          -15.42           25.33
              22           3.362           40.85
              23            39.7           17.59
              24          -39.36            23.1
              25          -34.96           27.02
              26           10.21           32.27
              27            49.8           26.15
              28          -38.25           18.23
              29          -33.24           40.71
              30           26.55           73.72
              31           74.75           23.23
              32          -41.55           33.99
              33          -42.13           28.64
              34          -3.431           33.13
              35           56.34           36.95
              36          -55.87           25.35
              37          -13.08           32.62
              38          -7.652           30.68
              39           67.29           24.21
              40          -41.11           19.57
              41          -33.56           24.06
              42           22.94           35.61
              43           59.77           34.15
              44          -28.09           27.06
              45          -26.45           21.58
              46           32.75            19.9
              47           68.67           27.72
              48          -42.54           42.12
              49          -9.078           20.59
              50           7.036            71.5
              51           53.41            24.6
              52          -35.24           28.07
              53          -30.26           28.52
              54            11.5           38.24
              55           47.32           19.27
              56          -50.86           23.43
              57          -34.34           32.01
              58           6.339           30.55
              59           62.88           30.35
              60          -22.11           17.51
              61          -30.08            50.3
              62           16.15           23.54
              63           94.17           27.97
              64          -35.88           31.06
              65          -29.62            13.2
              66           1.727           63.57
              67           65.04           43.12
              68           -54.9           26.14
              69          -33.31           21.17
              70           -2.09           47.23
              71           57.13           27.02
              72          -35.82           15.38
              73          -19.12            16.3
              74           15.76           42.91
              75           71.03           35.52
              76          -28.87           18.16
              77          -20.33           17.67
              78           33.64           29.57
              79           78.16            39.7
              80          -31.52           40.29
              81          -28.73           12.62
              82              14           53.33
              83           50.64           20.71
              84          -51.91           30.09
              85          -21.32              15
              86           24.29           28.13
              87            41.2           18.55
              88          -19.98           20.45
              89           -41.1           27.24
              90           24.83            23.8
              91           54.39            33.6
              92          -31.77           16.33
              93          -31.78           47.58
              94              45           18.96
              95           96.16           38.19
              96          -24.59           27.57
              97          -25.62           18.05
              98          -3.994            57.4
              99           31.04           36.93
             100          -51.95            24.1
             101          -23.81           23.92
             102           11.77           40.08
             103           62.85           29.05
             104          -37.94           13.93
             105          -12.98           11.47
             106           30.84           36.48
             107           66.56           36.04
             108          -30.66           16.18
             109          -8.107           12.96
             110           35.37           38.93
             111           95.94           42.18
             112          -30.28           38.46
             113          -21.87           11.28
             114          -6.405           47.53
             115           51.54           21.98
             116          -57.49            26.4
             117          -22.52           16.19
             118           15.13           25.98
             119           62.55           19.89
             120          -36.91           17.14
             121          -27.64           27.72
             122           16.64           22.83
             123           54.98           35.71
             124          -23.88           15.47
             125          -21.49           66.62
             126           40.73           18.59
             127           100.2           41.91
APV               11              11               3               3
               0           89.67           64.32
               1          -46.92           33.28
               2          -61.09           36.85
               3          -92.97           50.34
               4           -90.1              26
               5          -52.48           22.26
               6          -15.14            51.6
               7           57.89           33.57
               8          -53.99           17.42
               9          -29.67           23.86
              10          -15.82           24.42
              11           79.84           38.51
              12          -51.06           18.56
              13          -15.88           26.13
              14           14.56            26.5
              15           110.6           46.07
              16          -15.07            36.3
              17          -28.18           19.96
              18          -32.25           87.78
              19           40.77           29.01
              20          -58.02           29.14
              21           -39.7           20.29
              22          -14.13            38.9
              23            71.9           25.99
              24          -58.43           21.91
              25          -27.14           19.18
              26          -10.18           31.61
              27           71.86           36.82
              28          -35.88           19.32
              29           -20.7           36.65
              30           7.998           25.26
              31           134.9           19.63
              32          -16.65           34.95
              33          -32.47           46.27
              34          -13.48           27.97
              35           46.71           41.45
              36          -44.13           24.85
              37          -30.59            25.8
              38          -2.897           29.44
              39           72.53           32.26
              40          -49.22           17.44
              41          -30.95           20.22
              42           19.37           33.39
              43           71.16           39.42
              44          -47.56           27.45
              45          -20.96              21
              46           21.76           23.56
              47           105.7           45.83
              48          -19.94           41.23
              49          -52.92           20.66
              50          -21.36           68.35
              51            61.1           29.33
              52          -58.65           27.18
              53          -25.11           20.98
              54          -5.147            36.8
              55           69.05           27.44
              56          -47.13           21.21
              57          -23.66           25.92
              58           26.08           30.04
              59           100.1           35.38
              60          -29.32           19.56
              61          -16.36           44.33
              62           19.42           22.75
              63           133.4           47.59
              64          -26.57           31.58
              65          -26.29           13.87
              66          -10.06            61.4
              67           51.79           44.74
              68          -43.43           26.52
              69          -18.56           17.34
              70           14.42           49.37
              71            58.9           31.73
              72          -34.43           184.6
              73          -4.656           19.46
              74           9.151           209.9
              75           97.39           28.55
              76          -31.83           15.58
              77          -6.602           18.21
              78           23.17           42.14
              79           115.1           48.27
              80          -25.74            39.6
              81          -25.93            13.8
              82          -23.53           51.09
              83           66.72           27.95
              84          -44.28            29.6
              85          -23.23           11.89
              86             -12           32.08
              87           52.82           25.33
              88          -36.94           19.69
              89          -9.738           24.24
              90           26.19             219
              91            83.8           28.61
              92           -24.4            18.3
              93          -19.99            44.9
              94           47.59           28.63
              95           130.6           47.53
              96          -25.83           27.27
              97          -19.89           16.04
              98          -6.281           54.15
              99           77.02           42.75
             100          -33.67           23.96
             101           -32.8           21.03
             102           12.63           200.2
             103           64.78           21.56
             104          -69.19           19.45
             105          -15.72           13.64
             106           12.67           193.2
             107           98.85            33.8
             108          -52.59           18.75
             109           16.66            12.3
             110           45.54           52.03
             111           136.7           50.27
             112          -27.53           38.27
             113          -30.47           12.53
             114          -9.625           48.65
             115           49.52           28.72
             116          -41.38           25.06
             117          -41.67           13.77
             118           5.537           216.1
             119           91.94           16.92
             120          -51.29            19.3
             121          -9.517           25.23
             122            25.2             202
             123           94.47           33.38
             124           -32.2           16.82
             125          -10.42           59.95
             126           35.25           29.03
             127           145.9           49.73
APV               11              11               3               4
               0            49.4           61.66
               1          -15.47           32.03
               2          -34.86           31.94
               3          -111.6           40.18
               4          -127.6           31.25
               5          -54.82            31.8
               6          0.3693           51.65
               7           30.49            26.3
               8          -86.35           21.52
               9          -22.23           28.39
              10           3.626           25.42
              11           21.75           36.69
              12          -66.89           18.54
              13          -18.93           30.21
              14            33.7           29.26
              15           69.83            29.9
              16          -54.42           48.54
              17          -43.64           17.92
              18           24.89           97.15
              19           33.39            26.9
              20          -70.69            34.1
              21          -22.14           30.47
              22           20.11           43.69
              23           34.27            17.3
              24          -62.89            26.4
              25          -12.41           26.47
              26           18.99           32.87
              27           40.13            29.8
              28          -46.39           21.11
              29          0.5744           43.17
              30           32.19           26.47
              31           36.24           25.33
              32          -62.83            36.9
              33          -48.24           22.56
              34           21.66           25.58
              35           24.29           35.09
              36          -58.18           29.94
              37          -15.01           36.95
              38           28.17           29.77
              39           43.46           23.23
              40          -73.17           23.06
              41           4.496           25.75
              42           32.57           35.28
              43           54.22           35.86
              44          -33.57           30.42
              45           5.545           27.08
              46           46.28           23.22
              47           60.02           31.39
              48          -55.74           44.29
              49          -43.19           15.72
              50           13.09           72.86
              51           38.38           25.29
              52           -70.9           32.19
              53          -13.14           32.64
              54           15.64           39.83
              55           32.27           18.32
              56           -48.2           26.94
              57          -14.36           33.73
              58           17.43           30.81
              59           49.21           31.25
              60          -43.66           20.93
              61           4.524            52.5
